1000,Ben,1880,M,305
1001,Charley,1880,M,305
1002,Paul,1880,M,301
1003,Edgar,1880,M,283
1004,Isaac,1880,M,274
1005,Otto,1880,M,271
1006,Luther,1880,M,260
1007,Lawrence,1880,M,257
1008,Ira,1880,M,249
1009,Patrick,1880,M,248
1010,Guy,1880,M,239
1011,Oliver,1880,M,234
1012,Theodore,1880,M,232
1013,Hugh,1880,M,224
1014,Clyde,1880,M,221
1015,Alexander,1880,M,211
1016,August,1880,M,210
1017,Floyd,1880,M,206
1018,Homer,1880,M,205
1019,Jack,1880,M,204
1020,Leonard,1880,M,200
1021,Horace,1880,M,199
1022,Marion,1880,M,189
1023,Philip,1880,M,186
1024,Allen,1880,M,184
1025,Archie,1880,M,183
1026,Stephen,1880,M,176
1027,Chester,1880,M,168
1028,Willis,1880,M,166
1029,Raymond,1880,M,165
1030,Rufus,1880,M,163
1031,Warren,1880,M,158
1032,Jessie,1880,M,154
1033,Milton,1880,M,149
1034,Alex,1880,M,147
1035,Leo,1880,M,147
1036,Julius,1880,M,143
1037,Ray,1880,M,142
1038,Sidney,1880,M,142
1039,Bernard,1880,M,140
1040,Dan,1880,M,140
1041,Jerry,1880,M,136
1042,Calvin,1880,M,134
1043,Perry,1880,M,134
1044,Dave,1880,M,131
1045,Anthony,1880,M,130
1046,Eddie,1880,M,129
1047,Amos,1880,M,128
1048,Dennis,1880,M,128
1049,Clifford,1880,M,127
1050,Leroy,1880,M,124
1051,Wesley,1880,M,123
1052,Alonzo,1880,M,122
1053,Garfield,1880,M,122
1054,Franklin,1880,M,120
1055,Emil,1880,M,119
1056,Leon,1880,M,118
1057,Nathan,1880,M,114
1058,Harold,1880,M,113
1059,Matthew,1880,M,113
1060,Levi,1880,M,112
1061,Moses,1880,M,111
1062,Everett,1880,M,110
1063,Lester,1880,M,109
1064,Winfield,1880,M,108
1065,Adam,1880,M,104
1066,Lloyd,1880,M,104
1067,Mack,1880,M,104
1068,Fredrick,1880,M,103
1069,Jay,1880,M,103
1070,Jess,1880,M,103
1071,Melvin,1880,M,103
1072,Noah,1880,M,103
1073,Aaron,1880,M,102
1074,Alvin,1880,M,102
1075,Norman,1880,M,102
1076,Gilbert,1880,M,101
1077,Elijah,1880,M,100
1078,Victor,1880,M,100
1079,Gus,1880,M,99
1080,Nelson,1880,M,99
1081,Jasper,1880,M,98
1082,Silas,1880,M,98
1083,Jake,1880,M,96
1084,Christopher,1880,M,95
1085,Mike,1880,M,95
1086,Percy,1880,M,94
1087,Adolph,1880,M,93
1088,Maurice,1880,M,93
1089,Cornelius,1880,M,92
1090,Felix,1880,M,92
1091,Reuben,1880,M,92
1092,Wallace,1880,M,91
1093,Claud,1880,M,90
1094,Roscoe,1880,M,90
1095,Sylvester,1880,M,89
1096,Earnest,1880,M,88
1097,Hiram,1880,M,88
1098,Otis,1880,M,88
1099,Simon,1880,M,88
1100,Willard,1880,M,88
1101,Irvin,1880,M,86
1102,Mark,1880,M,85
1103,Jose,1880,M,84
1104,Wilbur,1880,M,82
1105,Abraham,1880,M,81
1106,Virgil,1880,M,81
1107,Clinton,1880,M,79
1108,Elbert,1880,M,79
1109,Leslie,1880,M,79
1110,Marshall,1880,M,78
1111,Owen,1880,M,78
1112,Wiley,1880,M,78
1113,Anton,1880,M,77
1114,Morris,1880,M,77
1115,Manuel,1880,M,75
1116,Phillip,1880,M,75
1117,Augustus,1880,M,74
1118,Emmett,1880,M,74
1119,Eli,1880,M,73
1120,Nicholas,1880,M,73
1121,Wilson,1880,M,72
1122,Alva,1880,M,70
1123,Harley,1880,M,70
1124,Newton,1880,M,70
1125,Timothy,1880,M,70
1126,Marvin,1880,M,69
1127,Ross,1880,M,69
1128,Curtis,1880,M,68
1129,Edmund,1880,M,67
1130,Jeff,1880,M,66
1131,Elias,1880,M,65
1132,Harrison,1880,M,65
1133,Stanley,1880,M,65
1134,Columbus,1880,M,64
1135,Lon,1880,M,64
1136,Ora,1880,M,64
1137,Ollie,1880,M,63
1138,Pearl,1880,M,62
1139,Russell,1880,M,62
1140,Solomon,1880,M,62
1141,Arch,1880,M,61
1142,Asa,1880,M,60
1143,Clayton,1880,M,60
1144,Enoch,1880,M,60
1145,Irving,1880,M,60
1146,Mathew,1880,M,60
1147,Nathaniel,1880,M,60
